cluster_kmeans,likeCount,retweetCount,replyCount,viewCount,author/followers
0,297.7079051383399,75.21936758893281,36.2401185770751,202994.95059288538,882564.5106719368
1,1067.8309178743962,304.7638424377555,56.65143069490895,456054.07748049055,62600.76439985136
2,5949.083333333333,1461.145238095238,427.03065476190477,3741446.3303571427,1055723.3961309523
3,149.3460793804453,36.95724427234592,16.898192965472735,64876.55292029687,18496.277024846724
